2.4OT;MOSI•DZ WI”RY OTOCZKA Z£OM;material000012fb;ZK;TRUE;TRUE
4.2I;ALUMINIUM IZOPROFIL Z£OM;material000012fc;ZK;TRUE;TRUE
4.2IT;ALUMINIUM IZOPROFIL Z£OM;material000012fd;ZK;TRUE;TRUE
4.2CHZ;ALUMINIUM CH£ODNICE ZANIECZYSZCZONE Z£OM;material000012fe;ZK;TRUE;TRUE
4.2CHZT;ALUMINIUM CH£ODNICE ZANIECZYSZCZONE Z£OM;material000012ff;ZK;TRUE;TRUE
4.2CHZSD;ALUMINIUM CH£ODNICE ZANIECZYSZCZONE ZE STACJI DEMNONTAØU Z£OM;material00001300;ZK;TRUE;TRUE
4.2CHZSDT;ALUMINIUM CH£ODNICE ZANIECZYSZCZONE ZE STACJI DEMNONTAØU Z£OM;material00001301;ZK;TRUE;TRUE
4.3FZ;ALUMINIUM FELGA ZANIECZYSZCZONA Z£OM;material00001302;ZK;TRUE;TRUE
4.3FZT;ALUMINIUM FELGA ZANIECZYSZCZONA Z£OM;material00001303;ZK;TRUE;TRUE
4.3FZSD;ALUMINIUM FELGA ZANIECZYSZCZONA ZE STACJI DEMONTAØU Z£OM;material00001304;ZK;TRUE;TRUE
4.3FZSDT;ALUMINIUM FELGA ZANIECZYSZCZONA ZE STACJI DEMONTAØU Z£OM;material00001305;ZK;TRUE;TRUE
6.0P;O£”W CZYSTY POKABLOWY Z£OM;material00001306;ZK;TRUE;TRUE
6.0PT;O£”W CZYSTY POKABLOWY Z£OM;material00001307;ZK;TRUE;TRUE
1.3TT;MIEDè NIESORT Z£OM;material0000134b;ZK;TRUE;FALSE
1.2TT;MIEDè KAWA£EK + GRUBA PALONA Z£OM;material0000134c;ZK;TRUE;FALSE
N10 ZPP;Z≥om pochodzπcy z Zak≥adu Przetwarzania ZSEiE;material00001381;ZC;TRUE;TRUE
10.1A;ALTERNATORY Z£OM;material000013a7;ZK;TRUE;FALSE
10.1AT;ALTERNATORY Z£OM;material000013a8;ZK;TRUE;FALSE
10.1R;ROZRUSZNIKI Z£OM;material000013a9;ZK;TRUE;FALSE
10.1RT;ROZRUSZNIKI Z£OM;material000013aa;ZK;TRUE;FALSE
10.1AL;SILNIKI ELEKTRYCZNE Z OBUDOW• ALUMINIOW• Z£OM;material000013ab;ZK;TRUE;FALSE
10.1ALT;SILNIKI ELEKTRYCZNE Z OBUDOW• ALUMINIOW• Z£OM;material000013ac;ZK;TRUE;FALSE
2.0L;£USKI MOSI ØNE CZYSTE Z£OM;material000013ad;ZK;TRUE;FALSE
